Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age,Mileage_per_Year
Ford,Taurus,2018,Other,Black,Semi Full,3.5,Gas,Automatic,100000,Dammam,89000.0,7,12500.0
Chrysler,S300,2018,Other,Silver,Full,3.6,Gas,Automatic,105000,Dammam,119000.0,7,13125.0
Chevrolet,Malibu,2016,Saudi,Black,Standard,2.5,Gas,Automatic,170,Riyadh,20000.0,9,17.0
INFINITI,QX,2019,Saudi,Grey,Full,3.5,Gas,Automatic,19800,Riyadh,130000.0,6,2828.5714285714284
Hyundai,Elantra,2015,Saudi,Silver,Full,2.0,Gas,Automatic,270000,Jeddah,27000.0,10,24545.454545454544
Nissan,Armada,2006,Saudi,Navy,Semi Full,5.6,Gas,Automatic,100000,Jeddah,12000.0,19,5000.0
Toyota,Land Cruiser 70,2019,Saudi,White,Full,1.7,Gas,Manual,89000,Riyadh,90000.0,6,12714.285714285714
Chevrolet,Blazer,2015,Saudi,Silver,Standard,3.5,Gas,Automatic,180000,Jubail,40000.0,10,16363.636363636364
Mitsubishi,Pajero,2016,Saudi,Brown,Semi Full,3.5,Gas,Automatic,122000,Riyadh,50000.0,9,12200.0
Kia,Cadenza,2018,Saudi,Navy,Full,3.3,Gas,Automatic,148884,Riyadh,65000.0,7,18610.5
Kia,Cadenza,2018,Saudi,White,Standard,3.3,Gas,Automatic,155652,Riyadh,72500.0,7,19456.5
Chevrolet,Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,63118,Riyadh,73500.0,7,7889.75
Ford,Taurus,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,81165,Riyadh,74000.0,7,10145.625
Hyundai,Senta fe,2018,Saudi,Brown,Semi Full,3.3,Gas,Automatic,143405,Riyadh,74500.0,7,17925.625
Hyundai,Azera,2019,Saudi,White,Standard,3.0,Gas,Automatic,56000,Riyadh,77000.0,6,8000.0
Chevrolet,Spark,2020,Saudi,White,Standard,3.5,Gas,Automatic,16000,Riyadh,27000.0,5,2666.6666666666665
Volkswagen,CC,2012,Saudi,Black,Full,2.0,Gas,Automatic,210000,Al-Ahsa,27000.0,13,15000.0
Hyundai,Elantra,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,70000,Aseer,57000.0,7,8750.0
Kia,Carnival,2019,Saudi,Navy,Semi Full,3.6,Gas,Automatic,100,Riyadh,2487.0,6,14.285714285714286
Hyundai,Elantra,2021,Saudi,Silver,Full,1.7,Gas,Automatic,2600,Makkah,95000.0,4,520.0
Mercedes,E,2017,Other,Red,Semi Full,2.0,Gas,Automatic,33000,Dammam,185000.0,8,3666.6666666666665
Nissan,Patrol,2015,Saudi,White,Full,4.8,Gas,Automatic,130000,Dammam,82000.0,10,11818.181818181818
Nissan,Sunny,2020,Saudi,Grey,Full,1.5,Gas,Automatic,1300,Dammam,43000.0,5,216.66666666666666
Toyota,C-HR,2020,Saudi,Silver,Full,2.0,Gas,Automatic,11000,Dammam,90000.0,5,1833.3333333333333
Toyota,Camry,2017,Saudi,White,Full,2.5,Gas,Automatic,95794,Riyadh,74500.0,8,10643.777777777777
Ford,Taurus,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,91355,Riyadh,74500.0,7,11419.375
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,79159,Riyadh,75000.0,12,6089.153846153846
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,124628,Riyadh,75000.0,12,9586.76923076923
Nissan,Datsun,2013,Saudi,White,Standard,1.6,Gas,Manual,340,Qassim,26000.0,12,26.153846153846153
GMC,Yukon,2012,Saudi,Another Color,Semi Full,1.5,Gas,Automatic,65000,Makkah,80000.0,13,4642.857142857143
Hyundai,Elantra,2016,Saudi,Grey,Full,2.0,Gas,Automatic,97000,Al-Medina,42000.0,9,9700.0
Nissan,Sunny,2007,Other,Grey,Semi Full,2.8,Gas,Manual,300020,Abha,15000.0,18,15790.526315789473
Toyota,Innova,2020,Saudi,Silver,Standard,2.7,Gas,Automatic,24552,Riyadh,76500.0,5,4092.0
Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,105558,Riyadh,76500.0,7,13194.75
Dodge,Charger,2017,Saudi,Black,Standard,3.6,Gas,Automatic,122178,Riyadh,76500.0,8,13575.333333333334
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,92132,Riyadh,76500.0,12,7087.076923076923
GMC,Yukon,2011,Saudi,Brown,Standard,5.3,Gas,Automatic,293,Abha,47000.0,14,19.533333333333335
Mitsubishi,Pajero,2016,Saudi,White,Full,3.8,Gas,Automatic,200,Riyadh,56000.0,9,20.0
Jeep,Grand Cherokee,2014,Saudi,Silver,Semi Full,3.6,Gas,Automatic,245000,Al-Namas,55000.0,11,20416.666666666668
GMC,Terrain,2013,Saudi,Grey,Semi Full,2.4,Gas,Automatic,240000,Jeddah,30000.0,12,18461.53846153846
Mercedes,E,2014,Saudi,Grey,Semi Full,3.5,Gas,Automatic,95000,Dammam,98000.0,11,7916.666666666667
Kia,Mohave,2014,Saudi,White,Full,3.8,Gas,Automatic,200350,Al-Ahsa,40000.0,11,16695.833333333332
Chevrolet,Colorado,2013,Saudi,Brown,Standard,1.4,Gas,Manual,202000,Al-Medina,23000.0,12,15538.461538461539
Kia,Rio,2015,Saudi,White,Standard,1.6,Gas,Automatic,182000,Riyadh,21000.0,10,16545.454545454544
GMC,Yukon,2017,Saudi,Brown,Standard,5.3,Gas,Automatic,39000,Taef,142000.0,8,4333.333333333333
Toyota,Avalon,2013,Saudi,Red,Full,3.5,Gas,Automatic,101000,Jeddah,70000.0,12,7769.2307692307695
Mazda,6,2019,Saudi,Blue,Standard,2.5,Gas,Automatic,71187,Riyadh,76500.0,6,10169.57142857143
Honda,Accord,2014,Saudi,Red,Semi Full,2.4,Gas,Automatic,59200,Riyadh,76500.0,11,4933.333333333333
Dodge,Charger,2016,Saudi,Red,Semi Full,3.6,Gas,Automatic,165407,Riyadh,76500.0,9,16540.7
Ford,Expedition,2014,Saudi,Grey,Standard,5.4,Gas,Automatic,16682,Riyadh,76500.0,11,1390.1666666666667
Hyundai,Tucson,2015,Saudi,Grey,Standard,2.0,Gas,Automatic,69000,Jeddah,45000.0,10,6272.727272727273
Nissan,Maxima,2011,Saudi,Black,Semi Full,3.5,Gas,Automatic,355000,Jeddah,20000.0,14,23666.666666666668
Ford,Fusion,2015,Saudi,Brown,Full,2.5,Gas,Automatic,200000,Riyadh,49000.0,10,18181.81818181818
Chevrolet,Traverse,2011,Other,Silver,Standard,2.5,Gas,Automatic,100000,Besha,20000.0,14,6666.666666666667
Kia,Optima,2015,Saudi,White,Full,2.4,Gas,Automatic,129744,Al-Medina,49500.0,10,11794.90909090909
Toyota,Yaris,2019,Saudi,Brown,Semi Full,1.6,Gas,Automatic,50000,Dammam,40000.0,6,7142.857142857143
Lexus,IS,2018,Saudi,Black,Semi Full,3.5,Gas,Automatic,131000,Riyadh,166000.0,7,16375.0
Ford,Taurus,2016,Other,Grey,Full,3.5,Gas,Automatic,115000,Dammam,71000.0,9,11500.0
Hyundai,Elantra,2015,Saudi,Grey,Full,2.0,Gas,Automatic,169,Aseer,30000.0,10,15.363636363636363
Hyundai,Elantra,2020,Saudi,Silver,Semi Full,2.0,Gas,Automatic,27000,Abha,1010.0,5,4500.0
Mercedes,C,2019,Gulf Arabic,Silver,Semi Full,3.0,Gas,Automatic,5000,Riyadh,187000.0,6,714.2857142857143
Honda,Accord,2008,Saudi,Golden,Standard,2.4,Gas,Automatic,197000,Abha,20000.0,17,10944.444444444445
Mercedes,S,2006,Saudi,Black,Full,3.5,Gas,Automatic,228000,Taef,45000.0,19,11400.0
Chevrolet,Silverado,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,88000,Dammam,85000.0,7,11000.0
Mercedes,CL,2011,Saudi,Navy,Full,4.0,Gas,Automatic,60000,Dammam,170000.0,14,4000.0
Ford,Taurus,2017,Saudi,Blue,Standard,3.5,Gas,Automatic,128439,Riyadh,76500.0,8,14271.0
Dodge,Durango,2017,Saudi,White,Standard,3.6,Gas,Automatic,102608,Riyadh,76500.0,8,11400.888888888889
Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,175559,Riyadh,76500.0,8,19506.555555555555
Hyundai,Azera,2019,Saudi,White,Standard,3.0,Gas,Automatic,61294,Riyadh,76500.0,6,8756.285714285714
Jeep,Cherokee,2010,Saudi,Golden,Standard,3.4,Gas,Automatic,400,Riyadh,15000.0,15,25.0
Lexus,LS,2008,Saudi,Navy,Full,4.6,Gas,Automatic,299000,Dammam,38000.0,17,16611.11111111111
Hyundai,Senta fe,2014,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,215000,Jeddah,41000.0,11,17916.666666666668
Toyota,Camry,2017,Saudi,Golden,Standard,2.5,Gas,Automatic,362000,Dammam,38000.0,8,40222.22222222222
Toyota,Land Cruiser,2015,Saudi,Grey,Full,5.7,Gas,Automatic,240000,Riyadh,158000.0,10,21818.18181818182
Ford,Taurus,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,280000,Riyadh,46000.0,12,21538.46153846154
Nissan,Maxima,2018,Saudi,White,Full,3.5,Gas,Automatic,48000,Dammam,85000.0,7,6000.0
Hyundai,Accent,2017,Saudi,Silver,Standard,1.4,Gas,Automatic,168000,Dammam,26000.0,8,18666.666666666668
Mazda,6,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,175000,Dammam,50000.0,8,19444.444444444445
Jeep,Wrangler,2018,Saudi,White,Full,3.0,Gas,Automatic,70000,Dammam,108000.0,7,8750.0
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,106000,Khobar,73000.0,9,10600.0
Toyota,Hilux,2011,Saudi,White,Standard,1.4,Gas,Manual,300000,Tabouk,20000.0,14,20000.0
Hyundai,Tucson,2018,Saudi,Another Color,Standard,2.0,Gas,Automatic,85000,Jeddah,65000.0,7,10625.0
Mazda,6,2018,Saudi,Grey,Full,2.4,Gas,Automatic,42000,Jeddah,86000.0,7,5250.0
Mazda,3,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,90000,Jeddah,41000.0,7,11250.0
GMC,Yukon,2013,Saudi,Golden,Standard,4.0,Gas,Automatic,141000,Jeddah,80000.0,12,10846.153846153846
Mazda,CX3,2019,Saudi,White,Standard,2.0,Gas,Automatic,64000,Jeddah,55000.0,6,9142.857142857143
Mazda,CX9,2020,Saudi,White,Standard,2.5,Gas,Automatic,20000,Jeddah,115000.0,5,3333.3333333333335
Ford,Expedition,2015,Saudi,White,Standard,3.5,Gas,Automatic,110790,Riyadh,77000.0,10,10071.818181818182
Toyota,Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,133578,Riyadh,77500.0,7,16697.25
Toyota,Avalon,2015,Saudi,White,Standard,3.5,Gas,Automatic,249539,Riyadh,77500.0,10,22685.363636363636
Hyundai,Tucson,2020,Saudi,Silver,Standard,2.0,Gas,Automatic,16458,Riyadh,78500.0,5,2743.0
Mazda,CX3,2019,Saudi,Another Color,Standard,2.0,Gas,Automatic,57000,Jeddah,55000.0,6,8142.857142857143
Mazda,CX3,2018,Saudi,Navy,Standard,2.0,Gas,Automatic,70000,Jeddah,48000.0,7,8750.0
Mazda,3,2018,Saudi,Black,Standard,1.6,Gas,Automatic,105000,Jeddah,38000.0,7,13125.0
Lexus,ES,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,86000,Jeddah,125000.0,9,8600.0
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,150000,Riyadh,31000.0,8,16666.666666666668
Kia,Rio,2016,Saudi,Another Color,Standard,1.4,Gas,Automatic,270000,Riyadh,25000.0,9,27000.0
Mitsubishi,Attrage,2019,Saudi,Grey,Standard,1.2,Gas,Automatic,41000,Jeddah,877.0,6,5857.142857142857
Lexus,ES,2021,Saudi,White,Standard,2.5,Gas,Automatic,700,Jeddah,183000.0,4,140.0
Toyota,Avalon,2020,Saudi,White,Full,3.5,Gas,Automatic,33000,Jeddah,164000.0,5,5500.0
Mercedes,E,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,102000,Jeddah,155000.0,7,12750.0
Dodge,Charger,2017,Saudi,Red,Full,5.7,Gas,Automatic,64000,Jeddah,145000.0,8,7111.111111111111
Toyota,Furniture,2019,Saudi,White,Standard,2.7,Gas,Automatic,60000,Jeddah,97000.0,6,8571.42857142857
Audi,A8,2013,Saudi,White,Full,3.0,Gas,Automatic,134000,Jeddah,85000.0,12,10307.692307692309
Ford,Taurus,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,91000,Jeddah,77000.0,7,11375.0
Ford,Taurus,2016,Saudi,Black,Standard,3.5,Gas,Automatic,103000,Jeddah,70000.0,9,10300.0
Hyundai,Sonata,2020,Saudi,Black,Full,2.5,Gas,Automatic,3000,Jeddah,118000.0,5,500.0
Toyota,FJ,2017,Gulf Arabic,Blue,Full,4.0,Gas,Automatic,158200,Jazan,105000.0,8,17577.777777777777
Nissan,Maxima,2010,Gulf Arabic,Black,Full,3.0,Gas,Automatic,280000,Riyadh,22000.0,15,17500.0
Mazda,CX9,2015,Saudi,Navy,Full,2.7,Gas,Automatic,78000,Jeddah,57000.0,10,7090.909090909091
Hyundai,Elantra,2021,Saudi,Grey,Semi Full,2.0,Gas,Automatic,9974,Riyadh,78500.0,4,1994.8
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Automatic,78102,Riyadh,78500.0,9,7810.2
Dodge,Charger,2016,Saudi,Red,Semi Full,3.6,Gas,Automatic,129477,Riyadh,78500.0,9,12947.7
Dodge,Charger,2016,Saudi,Blue,Semi Full,5.7,Gas,Automatic,236335,Riyadh,78500.0,9,23633.5
Kia,Cerato,2016,Saudi,White,Standard,1.6,Gas,Automatic,34000,Riyadh,32000.0,9,3400.0
Renault,Dokker,2016,Saudi,White,Standard,1.8,Gas,Manual,143000,Riyadh,20000.0,9,14300.0
Toyota,Camry,2017,Saudi,Silver,Full,2.5,Gas,Automatic,75000,Dammam,73000.0,8,8333.333333333334
Hyundai,Sonata,2018,Saudi,Black,Semi Full,2.5,Gas,Automatic,84000,Riyadh,68000.0,7,10500.0
Toyota,Avalon,2012,Saudi,White,Full,3.0,Gas,Automatic,225000,Aseer,75000.0,13,16071.42857142857
Land Rover,Range Rover,2017,Saudi,Grey,Full,3.0,Gas,Automatic,150000,Riyadh,115000.0,8,16666.666666666668
Dodge,Ram,2019,Saudi,White,Standard,2.5,Diesel,Manual,65000,Dammam,50000.0,6,9285.714285714286
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,238000,Dammam,40500.0,9,23800.0
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,123213,Dammam,40500.0,9,12321.3
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,148000,Dammam,39500.0,9,14800.0
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,294000,Dammam,38500.0,9,29400.0
GMC,Yukon,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,196600,Dammam,130000.0,7,24575.0
GMC,Yukon,2018,Saudi,Grey,Semi Full,5.3,Gas,Automatic,195000,Dammam,125000.0,7,24375.0
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,62000,Dammam,87000.0,8,6888.888888888889
Toyota,Prado,2015,Saudi,White,Standard,2.7,Gas,Automatic,250000,Dammam,78000.0,10,22727.272727272728
Toyota,Hiace,2017,Saudi,White,Standard,2.7,Gas,Manual,223000,Dammam,77000.0,8,24777.777777777777
Mazda,CX9,2016,Saudi,Another Color,Full,2.5,Gas,Automatic,91000,Dammam,75000.0,9,9100.0
Chevrolet,Silverado,2016,Saudi,Brown,Semi Full,5.3,Gas,Automatic,270000,Dammam,75000.0,9,27000.0
Toyota,Furniture,2017,Saudi,White,Semi Full,2.7,Gas,Automatic,270337,Dammam,70000.0,8,30037.444444444445
Toyota,Avalon,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,188257,Jeddah,78500.0,11,15688.083333333334
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,74522,Riyadh,79500.0,12,5732.461538461538
Mercedes,C,2014,Saudi,White,Full,1.8,Gas,Automatic,148925,Jeddah,79500.0,11,12410.416666666666
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,70375,Riyadh,80500.0,12,5413.461538461538
Toyota,Hilux,2013,Gulf Arabic,White,Semi Full,2.4,Diesel,Manual,300000,Dammam,70000.0,12,23076.923076923078
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,129000,Dammam,69000.0,9,12900.0
Toyota,Innova,2018,Saudi,White,Standard,2.7,Gas,Automatic,275916,Dammam,67000.0,7,34489.5
Toyota,Camry,2017,Saudi,Bronze,Standard,2.5,Gas,Automatic,90000,Dammam,66000.0,8,10000.0
Toyota,Hiace,2016,Saudi,White,Standard,2.4,Gas,Manual,245743,Dammam,65000.0,9,24574.3
Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,42885,Dammam,65000.0,7,5360.625
Toyota,Hiace,2016,Saudi,White,Standard,2.4,Gas,Manual,210000,Dammam,65000.0,9,21000.0
Toyota,Hiace,2016,Saudi,White,Standard,2.4,Gas,Manual,205812,Dammam,65000.0,9,20581.2
Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,71169,Dammam,65000.0,7,8896.125
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,85218,Dammam,64000.0,8,9468.666666666666
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,145997,Dammam,64000.0,8,16221.888888888889
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,126000,Dammam,63000.0,8,14000.0
Toyota,Hiace,2017,Saudi,Red,Standard,2.7,Gas,Manual,61000,Dammam,63000.0,8,6777.777777777777
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,266949,Dammam,63000.0,9,26694.9
Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,79795,Dammam,63000.0,7,9974.375
Toyota,Hilux,2015,Saudi,White,Standard,2.7,Gas,Manual,183000,Dammam,60000.0,10,16636.363636363636
Toyota,Hiace,2015,Saudi,White,Standard,2.7,Gas,Manual,178000,Dammam,60000.0,10,16181.818181818182
Toyota,Hilux,2016,Saudi,White,Standard,2.4,Gas,Manual,250000,Dammam,58000.0,9,25000.0
Isuzu,D-MAX,2016,Saudi,White,Standard,2.5,Diesel,Manual,245599,Dammam,55000.0,9,24559.9
Isuzu,D-MAX,2015,Saudi,White,Standard,2.5,Diesel,Manual,299967,Dammam,53000.0,10,27269.727272727272
Isuzu,D-MAX,2015,Saudi,White,Standard,2.5,Diesel,Manual,251662,Dammam,53000.0,10,22878.363636363636
Hyundai,Elantra,2018,Saudi,White,Standard,1.6,Gas,Automatic,79882,Dammam,50500.0,7,9985.25
Toyota,Corolla,2018,Saudi,Golden,Standard,1.6,Gas,Automatic,85258,Dammam,50000.0,7,10657.25
Ford,Taurus,2019,Saudi,White,Standard,2.0,Gas,Automatic,85828,Riyadh,80500.0,6,12261.142857142857
Ford,Taurus,2019,Saudi,White,Standard,2.0,Gas,Automatic,82569,Riyadh,80500.0,6,11795.57142857143
Toyota,Furniture,2015,Saudi,Grey,Semi Full,4.0,Gas,Manual,70346,Riyadh,80500.0,10,6395.090909090909
Toyota,Corolla,2018,Saudi,White,Standard,1.5,Gas,Automatic,98257,Dammam,49000.0,7,12282.125
Toyota,Camry,2015,Saudi,White,Standard,2.5,Gas,Automatic,120000,Dammam,48000.0,10,10909.09090909091
Hyundai,Elantra,2018,Saudi,Brown,Standard,1.6,Gas,Automatic,91700,Dammam,48000.0,7,11462.5
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,85884,Dammam,46500.0,7,10735.5
Toyota,Corolla,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,84289,Dammam,46000.0,8,9365.444444444445
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,86782,Dammam,46000.0,8,9642.444444444445
Toyota,Corolla,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,72609,Dammam,46000.0,8,8067.666666666667
GMC,Sierra,2013,Saudi,White,Standard,5.3,Gas,Automatic,300000,Dammam,45000.0,12,23076.923076923078
Toyota,Innova,2015,Saudi,Grey,Standard,2.7,Gas,Automatic,230000,Dammam,45000.0,10,20909.090909090908
Hyundai,Elantra,2017,Saudi,Another Color,Standard,1.6,Gas,Automatic,91000,Dammam,43500.0,8,10111.111111111111
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,249410,Dammam,43000.0,8,27712.222222222223
Kia,Sportage,2016,Saudi,Another Color,Standard,2.0,Gas,Automatic,155000,Dammam,42000.0,9,15500.0
Toyota,Corolla,2016,Saudi,Silver,Standard,1.6,Gas,Manual,83000,Dammam,38500.0,9,8300.0
Toyota,Corolla,2016,Saudi,Another Color,Standard,1.6,Gas,Automatic,141195,Dammam,37000.0,9,14119.5
Hyundai,Azera,2015,Saudi,White,Full,3.0,Gas,Automatic,272783,Dammam,36000.0,10,24798.454545454544
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,81000,Dammam,35500.0,7,10125.0
Toyota,Corolla,2015,Saudi,Red,Standard,1.6,Gas,Manual,128333,Dammam,33000.0,10,11666.636363636364
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,63012,Dammam,32000.0,7,7876.5
Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,67000,Dammam,32000.0,7,8375.0
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,65700,Dammam,32000.0,7,8212.5
Suzuki,APV,2017,Saudi,Yellow,Standard,1.6,Gas,Manual,80000,Dammam,30000.0,8,8888.888888888889
Hyundai,Accent,2017,Saudi,White,Standard,1.6,Gas,Automatic,212000,Dammam,29500.0,8,23555.555555555555
Hyundai,Accent,2017,Saudi,Another Color,Standard,1.4,Gas,Automatic,59933,Dammam,29500.0,8,6659.222222222223
Toyota,Yaris,2017,Saudi,Green,Standard,1.5,Gas,Automatic,133000,Dammam,29000.0,8,14777.777777777777
Mitsubishi,Pajero,2019,Saudi,Golden,Standard,3.5,Gas,Automatic,8968,Riyadh,81500.0,6,1281.142857142857
Toyota,Camry,2019,Saudi,Red,Standard,2.5,Gas,Automatic,105285,Riyadh,81500.0,6,15040.714285714286
Hyundai,Sonata,2018,Saudi,Grey,Full,2.4,Gas,Automatic,49271,Riyadh,81500.0,7,6158.875
Toyota,Avalon,2016,Saudi,White,Standard,3.5,Gas,Automatic,110864,Riyadh,81500.0,9,11086.4
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,112972,Dammam,29000.0,8,12552.444444444445
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,166000,Dammam,28500.0,9,16600.0
Daihatsu,Gran Max,2014,Saudi,White,Standard,1.5,Gas,Manual,95000,Dammam,28000.0,11,7916.666666666667
Suzuki,APV,2016,Saudi,White,Standard,1.6,Gas,Manual,329000,Dammam,28000.0,9,32900.0
Suzuki,APV,2016,Saudi,White,Standard,1.6,Gas,Manual,162000,Dammam,28000.0,9,16200.0
Nissan,Sunny,2017,Saudi,Silver,Standard,1.5,Gas,Automatic,76672,Dammam,28000.0,8,8519.111111111111
Toyota,Yaris,2015,Saudi,Silver,Standard,1.5,Gas,Automatic,193265,Dammam,26500.0,10,17569.545454545456
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,133300,Dammam,26000.0,9,13330.0
Mitsubishi,Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,102000,Dammam,24500.0,7,12750.0
Toyota,Coaster,2014,Saudi,White,Standard,3.0,Gas,Manual,195000,Dammam,75000.0,11,16250.0
Ford,Taurus,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,131408,Dammam,69000.0,8,14600.888888888889
Ford,Taurus,2017,Saudi,Another Color,Standard,3.5,Gas,Automatic,153889,Dammam,68000.0,8,17098.777777777777
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,174172,Dammam,65000.0,9,17417.2
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,97173,Dammam,64000.0,9,9717.3
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,166085,Dammam,63000.0,9,16608.5
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,172632,Dammam,63000.0,9,17263.2
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,165000,Dammam,63000.0,9,16500.0
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,157051,Dammam,63000.0,9,15705.1
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,213557,Dammam,63000.0,9,21355.7
Toyota,Camry,2017,Saudi,Grey,Standard,2.5,Gas,Automatic,102637,Dammam,62500.0,8,11404.111111111111
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,182774,Dammam,62000.0,9,18277.4
Honda,Accord,2017,Saudi,Another Color,Full,2.4,Gas,Automatic,93990,Riyadh,83500.0,8,10443.333333333334
Ford,Explorer,2013,Saudi,Black,Full,3.5,Gas,Automatic,14606,Riyadh,83500.0,12,1123.5384615384614
Toyota,Camry,2020,Gulf Arabic,White,Standard,2.5,Gas,Automatic,4443,Riyadh,84500.0,5,740.5
Dodge,Charger,2018,Saudi,Grey,Standard,3.6,Gas,Automatic,99288,Riyadh,84500.0,7,12411.0
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,220424,Dammam,62000.0,9,22042.4
Toyota,Hilux,2016,Saudi,White,Standard,1.5,Gas,Manual,131006,Dammam,58000.0,9,13100.6
Hyundai,Sonata,2017,Saudi,Silver,Standard,2.4,Gas,Automatic,109191,Dammam,54000.0,8,12132.333333333334
Toyota,Camry,2015,Saudi,White,Standard,2.5,Gas,Automatic,179622,Dammam,48000.0,10,16329.272727272728
Toyota,Camry,2015,Saudi,White,Standard,2.5,Gas,Automatic,216902,Dammam,48000.0,10,19718.363636363636
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,64126,Dammam,32000.0,7,8015.75
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,112000,Dammam,28500.0,8,12444.444444444445
Toyota,Yaris,2016,Saudi,Blue,Standard,1.5,Gas,Automatic,180000,Dammam,28500.0,9,18000.0
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,126000,Dammam,28000.0,9,12600.0
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,159626,Dammam,27500.0,9,15962.6
Hyundai,Accent,2015,Saudi,Silver,Standard,1.4,Gas,Automatic,181802,Dammam,25500.0,10,16527.454545454544
Chevrolet,Tahoe,2008,Other,Another Color,Semi Full,5.7,Gas,Automatic,300000,Aseer,35000.0,17,16666.666666666668
Mitsubishi,Pajero,2016,Saudi,White,Standard,3.5,Gas,Automatic,84000,Dammam,42000.0,9,8400.0
Suzuki,Vitara,2020,Saudi,Another Color,Full,1.6,Gas,Automatic,5900,Jeddah,77500.0,5,983.3333333333334
GMC,Yukon,2013,Saudi,Another Color,Full,5.3,Gas,Automatic,206000,Riyadh,90000.0,12,15846.153846153846
Nissan,Juke,2014,Saudi,Grey,Semi Full,1.5,Gas,Automatic,225000,Riyadh,26000.0,11,18750.0
